steamid,num_games_owned,num_reviews,playtime_forever(min),playtime_last_two_weeks(min),playtime_at_review(min),last_played,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,review_length,review_updated,timestamp_dev_responded, developer_response
76561199476714328,28,3,50,0,38,2023-04-16 07:54:34,136771940,schinese,进不去，玩不了一个小时垃圾垃圾，白花钱了,2023-04-16 07:37:59,2023-04-16 07:37:59,True,0,0,0,0,True,False,False,True,,20,False,,
76561198007739025,63,3,347,0,330,2023-03-23 04:29:22,135130939,schinese,vr应该多很多这样的游戏。想象那些经典的2d过关游戏都能以这样的形式重新呈现是多么的美妙啊。,2023-03-22 07:50:07,2023-03-22 07:50:07,True,0,0,0,0,True,False,False,True,,46,False,,
76561197965853879,84,8,256,0,256,2023-03-18 02:12:45,134833190,tchinese,一款讓人玩了心曠神宜的神作，無論在場景、謎題、戰鬥及互動方面都相當出色並且讓人感到愉快，絕對是VR遊戲中不能錯過的巔峰作品之一！,2023-03-18 03:06:24,2023-03-18 03:06:24,True,0,0,0,0,True,False,False,True,,64,False,,
76561198049171948,501,37,917,0,836,2023-03-26 15:56:02,134786580,tchinese,如果你想要一個良好的VR遊戲體驗，那麼MOSS:BOOK I絕對是值得一試的。它會帶你進入一個令人驚嘆的奇幻世界，最重要的是，它不會像某些VR遊戲讓人暈眩，操作簡單易學，讓初次體驗VR遊戲的玩家，也能夠輕鬆上手。;;VR目前因硬體限制，雖然無法讓一般使用者，體驗到有如4K電視般的高清晰畫面，但這款遊戲的畫面風格與光影表現相當出色，每個場景都充滿了細節和講究。每個地方都栩栩如生，讓人完全沉浸在這個世界中。;;遊戲主角是一隻非常可愛的小老鼠，能與她進行互動，幫助她解決謎題和打敗敵人。這種互動方式非常直觀和自然。而且她的動作和表情非常生動，熟悉手語的人，說不定還能看懂她的表達！;;如果你想要體驗一種前所未有的VR遊戲魅力，千萬不要錯過這款遊戲！;;小缺點：;-遊戲時間較短，大約5-7小時的遊戲時間;-遊戲難度不算太高，可能無法滿足有些玩家的挑戰需求;;---;;設定建議：;我使用Quest 2+Virtual Desktop無線串流遊玩，建議到VD Menu內的;SETTINGS > Advanced Options > 取消打勾 Increase video nominal range，否則有些地方太暗，會看不清楚。;;解鎖成就時不會顯示?;若從VD選單的GAMES直接開啟遊戲，解鎖成就時不會顯示在畫面上，建議先從VD選單選擇"Launch SteamVR"，進入SteamVR後，再使用左手選單鍵開啟遊戲，這樣解鎖成就時就會出現了。;;找不到遊戲內的Menu鍵?;遊戲的選單鍵，與SteamVR Menu鍵似乎是衝突的，必須到SteamVR設定內，將遊戲Menu鍵改為Y鍵(建議)，要注意的是，經過此修改後，遊戲內的提示手把會變成VIVE控制器，但影響不大。;;中文玩家建議將語音調整成國語，字幕調整為簡體中文，因為繁體中文的字幕內容，跟語音會有不少不同的地方，體驗起來比較奇怪。,2023-03-17 09:48:57,2023-03-17 20:52:16,True,2,0,0.523809552192687988,0,True,False,False,True,,798,True,,
76561199043311382,51,7,313,0,313,2021-12-06 21:16:30,133705710,tchinese,好玩 值得買 第二代也非常好玩 錢值得花!,2023-02-27 08:10:04,2023-02-27 08:10:04,True,0,0,0,0,True,False,False,True,,21,False,,
76561198012492531,1448,103,288,0,288,2023-02-18 12:13:23,133074690,schinese,真是个好游戏。古典塞尔达精神续作。最后的Sarffog追击战棒极了！迫不及待开始BOOK 2,2023-02-18 12:27:59,2023-02-18 12:27:59,True,0,0,0,0,True,False,False,True,,46,False,,
76561198153203156,67,2,358,0,357,2023-02-19 01:20:05,132630091,schinese,中文字幕+中文讲述，已是诚意满满，;游戏选用盆景视角，有效规避了3d晕眩的问题，而游戏解密也与这样的视角相辅相成，可以体会到制作组在gameplay上的用心。;总体而言作为vr游戏本身素质优秀，非常值得游玩。;--------------;通关时长：;3-4小时;--------------;优点：;流畅的动作操作;主角的动作设计符合老鼠的习性，小动作也很可爱;基于vr操作逻辑的恰到好处的解密难度;--------------;缺点：;战斗系统比较单调，虽然手感很好，但是无法忽视敌人种类少、战斗动作少的缺憾;流程不长，如果完全不听剧情叙述，可能1-2小时就可以通关，结局也给人一种意犹未尽的感觉;虽说是中文翻译，但翻译腔很重，本地化做得并不好，有些时候用词有些变扭;--------------;所幸的是moss2也出了，有1代这么好底子，很期待2代的游玩,2023-02-11 23:35:05,2023-02-11 23:35:05,True,1,0,0.523809552192687988,0,True,False,False,True,,381,False,,
76561198049022399,239,99,356,0,356,2022-08-19 13:57:17,128578481,tchinese,無須多言，絕對必玩的一款 VR 遊戲，第一次體驗到非 3D 也能有超棒的沉浸感,2022-12-15 09:46:09,2022-12-15 09:46:09,True,0,0,0,0,False,False,False,True,,39,False,,
76561198013038809,667,62,420,0,420,2022-11-26 02:40:48,126863085,schinese,非常棒的VR动作解密游戏，动作和解谜难度都适中。;通关时间四小时左右（但是查缺补漏全收集+成就花了我三个多小时）;场景设定非常有感觉，而且小老鼠好可爱啊啊啊！;;推荐价格：原价不亏！,2022-11-26 02:44:50,2022-11-26 02:44:50,True,0,0,0,0,True,False,False,True,,91,False,,
76561199045598911,10,3,514,4,486,2023-05-02 19:01:21,126531963,schinese,美丽又梦幻的童话世界，各个场景的制作都很精良，画质超赞,2022-11-24 13:08:39,2022-11-24 13:08:39,True,0,0,0,0,True,False,False,True,,27,False,,
76561199008831940,14,2,1042,0,493,2022-12-28 23:34:28,121847995,tchinese,解謎的巧思很有趣，玩完後非常有成就感，更不用說遊戲所帶來的情感與氣氛，實在非常優秀。;BTW奎爾超級可愛，光是角色帶來的回饋感就很高了,2022-09-07 03:01:18,2022-09-07 03:01:18,True,0,0,0,0,True,False,False,True,,67,False,,
